pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
3770023,698,423,275,371,327,0,primary,19,1,18,0,18,7,12,0,0,0,11,8,17,1,17,8,8,1,1,1,1,1,1,1,1,1,0,1,1,36.74,30,0.2247,41.06,0,75000,1,0,1,0.9474,Flag,20.23,Low
3773131,377,190,187,377,0,0,primary,9,9,0,0,2,8,0,0,0,0,3,4,12,1,12,5,5,1,1,1,1,1,1,1,1,1,0,0,1,41.89,30,0.3963,31.42,0,75000,1,0,0.7778,0,Flag,9.91,Low
3776350,288,167,121,288,0,0,primary,11,9,2,0,1,10,0,0,0,0,4,6,6,0,0,1,2,1,1,1,1,0,1,1,1,1,0,0,1,26.18,30,-0.1273,48,0,75000,1,0,0.9091,0.1818,Flag,5.73,Low
3780745,486,283,203,313,173,0,primary,12,6,0,6,1,6,2,4,0,0,1,11,17,2,17,2,2,1,1,1,1,1,1,1,1,1,0,1,1,40.5,30,0.35,28.59,0,75000,1,0,1,0,Flag,8.75,Low
3781868,1698,230,1468,483,637,391,upper_primary,55,38,1,16,52,11,13,0,0,10,36,19,47,0,47,31,46,1,1,1,1,1,1,1,1,1,1,1,1,30.87,35,-0.118,36.13,0,100000,1,0,1,0.0182,Accept,0.27,Low
3782088,225,124,101,225,0,0,primary,6,4,2,0,6,6,0,0,0,0,3,3,7,1,7,4,4,1,1,1,1,1,1,1,1,1,0,1,1,37.5,30,0.25,32.14,0,50000,1,0,1,0.3333,Flag,11.25,Low
3782842,237,120,117,237,0,0,primary,10,9,0,1,7,10,0,0,0,0,3,7,10,1,10,3,3,1,1,1,1,1,1,1,1,1,0,0,1,23.7,30,-0.21,23.7,0,50000,1,0,1,0,Accept,0,Low
3782932,474,248,226,474,0,0,primary,13,11,2,0,7,12,0,0,0,0,1,11,12,1,8,4,4,1,1,1,1,1,1,1,1,1,0,0,1,36.46,30,0.2153,39.5,0,75000,1,0,0.9231,0.1538,Flag,7.69,Low
3784087,598,332,266,449,149,0,primary,10,10,0,0,9,6,2,2,0,0,4,6,12,0,12,2,2,1,1,1,1,1,1,1,1,1,0,0,1,59.8,30,0.9933,49.83,0,75000,1,0,1,0,Reject,28.52,Low
3784512,475,0,475,475,0,0,primary,12,11,1,0,2,12,0,0,0,0,5,7,24,1,24,0,12,1,0,1,1,1,1,1,1,1,0,1,1,39.58,30,0.3193,19.79,1,75000,1,0,1,0.0833,Flag,12.57,Low
3785768,351,0,351,351,0,0,primary,5,4,1,0,1,5,0,0,0,0,3,1,6,1,4,0,5,1,0,1,1,1,1,1,1,1,0,1,1,70.2,30,1.34,58.5,1,75000,1,0,0.8,0.2,Reject,38.27,Medium
3789650,216,132,84,216,0,0,primary,7,1,6,0,1,7,0,0,0,0,0,7,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,30.86,30,0.0287,21.6,0,50000,1,0,1,0.8571,Flag,13.57,Low
3789744,2789,2789,0,0,1388,965,upper_primary,78,49,2,27,74,0,31,0,26,13,57,21,43,1,43,27,0,0,1,1,1,1,1,1,1,1,1,0,1,35.76,35,0.0217,64.86,1,100000,1,0,1,0.0256,Flag,13.58,Low
3790223,2542,1634,908,1037,723,439,primary,72,17,55,0,3,26,7,0,18,17,20,28,75,2,75,15,9,1,1,1,1,1,1,1,1,1,1,1,1,35.31,30,0.177,33.89,0,100000,1,0,0.6667,0.7639,Flag,15.88,Low
3790942,396,221,175,264,132,0,primary,17,2,6,9,17,14,2,1,0,0,9,8,11,1,11,3,2,1,1,1,1,1,1,1,1,1,0,0,1,23.29,30,-0.2237,36,0,75000,1,0,1,0.3529,Accept,5.29,Low
3793934,388,191,197,388,0,0,primary,11,8,3,0,9,10,0,0,0,0,5,3,9,2,0,6,5,1,1,1,1,1,1,1,1,1,0,0,1,35.27,30,0.1757,43.11,0,75000,1,0,0.7273,0.2727,Flag,9.65,Low
3796417,896,465,431,896,0,0,primary,24,24,0,0,24,22,0,0,0,0,6,17,30,2,30,5,6,1,1,1,1,1,1,1,1,1,0,1,1,37.33,30,0.2443,29.87,0,75000,1,0,0.9583,0,Flag,6.11,Low
3797876,46,29,17,46,0,0,primary,5,5,0,0,0,5,0,0,0,0,0,5,5,1,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,9.2,30,-0.6933,9.2,0,25000,1,0,1,0,Accept,0,Low
3798954,490,0,490,490,0,0,primary,18,18,0,0,2,16,0,0,0,0,6,8,20,1,18,0,10,1,0,1,1,1,1,1,1,1,0,1,1,27.22,30,-0.0927,24.5,1,75000,1,0,0.7778,0,Accept,3.33,Low
3802130,1766,1158,608,721,442,336,primary,82,64,18,0,18,30,14,1,11,14,49,33,56,2,56,10,10,1,1,1,1,1,1,1,1,1,1,1,1,21.54,30,-0.282,31.54,0,100000,1,0,1,0.2195,Accept,3.29,Low
3803871,213,110,103,124,89,0,primary,9,8,1,0,6,4,4,0,0,0,6,3,9,4,9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,23.67,30,-0.211,23.67,0,50000,1,0,1,0.1111,Accept,1.67,Low
3805946,129,79,50,129,0,0,primary,11,4,4,3,3,10,0,0,0,0,7,4,9,4,9,3,3,1,1,1,1,0,1,1,1,1,0,0,1,11.73,30,-0.609,14.33,0,50000,1,0,1,0.3636,Accept,5.45,Low
3806352,479,300,179,316,163,0,primary,16,16,0,0,2,9,5,0,0,0,10,6,20,1,20,3,3,1,1,1,1,1,1,1,1,1,0,0,1,29.94,30,-0.002,23.95,0,75000,1,0,1,0,Accept,0,Low
3806550,1028,1028,0,0,489,267,upper_primary,50,49,0,1,18,0,19,0,12,19,40,10,58,0,58,9,0,0,1,1,1,1,1,1,1,1,0,0,1,20.56,35,-0.4126,17.72,1,100000,1,0,1,0,Flag,3.33,Low
3808374,1158,98,1060,215,393,304,upper_primary,48,40,1,7,12,6,11,0,13,16,35,12,30,3,30,7,11,1,1,1,1,1,1,1,1,1,0,0,1,24.12,35,-0.3109,38.6,0,100000,1,0,0.9792,0.0208,Accept,0.31,Low
3808613,1629,1242,387,266,657,393,upper_primary,59,45,5,9,57,6,6,0,7,19,46,11,34,1,34,14,14,1,1,1,1,1,1,1,1,1,0,1,1,27.61,35,-0.2111,47.91,0,100000,1,0,0.9661,0.0847,Flag,4.24,Low
3809119,433,219,214,433,0,0,primary,17,17,0,0,12,11,0,0,0,0,6,11,16,1,16,1,1,1,1,1,1,0,1,1,1,1,0,0,1,25.47,30,-0.151,27.06,0,75000,1,0,1,0,Accept,0,Low
3809243,243,126,117,169,74,0,primary,12,12,0,0,11,4,6,0,0,0,4,5,10,1,10,1,3,1,1,1,1,1,1,1,1,1,0,0,1,20.25,30,-0.325,24.3,0,50000,1,0,0.75,0,Accept,0,Low
3816743,112,64,48,112,0,0,primary,7,7,0,0,7,7,0,0,0,0,3,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16,30,-0.4667,22.4,0,50000,1,0,1,0,Accept,0,Low
3818227,105,56,49,105,0,0,primary,3,3,0,0,0,2,0,0,0,0,0,3,6,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,35,30,0.1667,17.5,1,50000,1,0,1,0,Flag,7.5,Low
3819750,1434,1434,0,1434,0,0,primary,14,9,5,0,9,14,0,0,0,0,5,8,22,1,22,12,0,0,1,1,1,1,1,1,1,1,0,0,1,102.43,30,2.4143,65.18,1,100000,1,0,0.9286,0.3571,Reject,43.13,Medium
3826948,1728,1728,0,0,978,520,upper_primary,58,47,0,11,46,0,16,0,27,15,42,16,30,0,30,20,0,0,1,1,1,1,1,1,1,1,0,1,1,29.79,35,-0.1489,57.6,1,100000,1,0,1,0,Flag,9.93,Low
3830514,380,262,118,289,91,0,primary,14,7,0,7,1,9,3,0,0,0,1,12,24,1,24,10,6,1,1,1,1,1,1,1,1,1,0,0,1,27.14,30,-0.0953,15.83,0,75000,1,0,0.9286,0,Accept,0,Low
3831854,82,59,23,82,0,0,primary,5,1,4,0,1,5,0,0,0,0,0,5,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,16.4,30,-0.4533,16.4,0,25000,1,0,1,0.8,Flag,12,Low
3835349,1844,1146,698,436,541,376,upper_primary,71,66,0,5,49,12,14,0,20,17,48,22,40,1,40,4,4,1,1,1,1,1,1,1,1,1,0,1,1,25.97,35,-0.258,46.1,0,100000,1,0,0.9859,0,Flag,2.29,Low
3836381,570,330,240,570,0,0,primary,82,82,0,0,82,58,0,0,0,0,37,45,28,1,28,2,2,1,1,1,1,1,1,1,1,1,0,1,1,6.95,30,-0.7683,20.36,0,75000,1,0,1,0,Accept,0,Low
3837709,699,375,324,699,0,0,primary,17,14,3,0,4,16,0,0,0,0,4,12,23,2,19,5,5,1,1,1,1,1,1,1,1,1,0,0,1,41.12,30,0.3707,30.39,0,75000,1,0,0.9412,0.1765,Flag,11.92,Low
3839288,4634,0,4634,439,1939,1192,upper_primary,136,123,0,13,136,11,15,1,34,38,93,42,54,1,54,0,12,1,0,1,1,1,1,1,1,1,1,1,1,34.07,35,-0.0266,85.81,1,100000,1,0,0.9926,0,Flag,18.33,Low
3839340,679,447,232,270,177,132,primary,36,22,12,2,35,7,11,1,4,7,24,12,27,1,27,10,11,1,1,1,1,1,1,1,1,1,1,0,1,18.86,30,-0.3713,25.15,0,75000,1,0,1,0.3333,Accept,5,Low
3839979,349,193,156,82,139,91,upper_primary,20,12,7,1,19,1,4,0,4,3,13,5,16,1,16,7,8,1,1,1,1,1,1,1,1,1,1,1,1,17.45,35,-0.5014,21.81,0,75000,1,0,0.9,0.35,Accept,5.25,Low
3840990,835,516,319,592,243,0,primary,17,17,0,0,13,10,3,0,0,0,6,11,18,1,18,5,2,1,1,1,1,1,1,1,1,1,0,0,1,49.12,30,0.6373,46.39,0,75000,1,0,1,0,Reject,18.33,Low
3842494,1172,735,437,460,293,185,primary,37,37,0,0,8,8,6,0,11,11,18,19,26,1,26,13,7,1,1,1,1,1,1,1,1,1,1,0,1,31.68,30,0.056,45.08,0,100000,1,0,1,0,Flag,3.3,Low
3849692,3126,3126,0,427,1313,861,upper_primary,99,69,0,30,38,12,20,0,37,23,63,31,100,1,100,43,0,0,1,1,1,1,1,1,1,1,1,1,1,31.58,35,-0.0977,31.26,1,100000,1,0,0.9495,0,Flag,3.33,Low
3853704,797,0,797,797,0,0,primary,24,20,4,0,5,20,0,0,0,0,7,16,24,1,20,0,8,1,0,1,1,1,1,1,1,1,0,1,1,33.21,30,0.107,33.21,1,75000,1,0,0.9583,0.1667,Flag,8.51,Low
3854943,378,193,185,226,74,0,primary,26,25,0,1,14,5,0,0,1,20,22,4,34,1,34,10,16,1,1,1,1,1,1,1,1,1,1,0,1,14.54,30,-0.5153,11.12,0,75000,1,0,1,0,Accept,0,Low
3858620,2338,1382,956,722,532,507,primary,80,80,0,0,6,30,10,0,14,21,43,37,68,1,68,32,32,1,1,1,1,1,1,1,1,1,1,0,1,29.22,30,-0.026,34.38,0,100000,1,0,1,0,Accept,0,Low
3860970,393,50,343,121,117,71,primary,27,22,3,2,25,5,1,0,6,9,19,7,14,2,14,2,3,1,1,1,1,1,1,1,1,1,1,0,1,14.56,30,-0.5147,28.07,0,75000,1,0,0.963,0.1111,Accept,1.67,Low
3861485,512,0,512,512,0,0,primary,15,14,1,0,10,12,0,0,0,0,7,7,23,1,23,0,9,1,0,1,1,1,1,1,1,1,0,0,1,34.13,30,0.1377,22.26,1,75000,1,0,0.9333,0.0667,Flag,7.78,Low
3864891,149,97,52,149,0,0,primary,5,5,0,0,0,5,0,0,0,0,0,5,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,29.8,30,-0.0067,29.8,0,50000,1,0,1,0,Accept,0,Low
3866369,671,0,671,671,0,0,primary,16,16,0,0,16,15,0,0,0,0,6,8,10,1,10,0,12,1,0,1,1,1,1,1,1,1,0,1,0,41.94,30,0.398,67.1,1,75000,1,0,0.875,0,Flag,23.45,Low
3867954,712,376,336,500,212,0,primary,14,14,0,0,14,11,3,0,0,0,3,4,20,1,20,4,3,1,1,1,1,1,1,1,1,1,0,0,1,50.86,30,0.6953,35.6,0,75000,1,0,0.5,0,Reject,17.38,Low
3868559,249,136,113,0,0,209,secondary,6,5,0,1,6,0,0,0,0,5,6,0,6,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,41.5,35,0.1857,41.5,0,50000,1,0,1,0,Flag,5.2,Low
3870216,336,185,151,336,0,0,primary,11,11,0,0,8,9,0,0,0,0,8,3,11,1,11,4,2,1,1,1,1,1,1,1,1,1,0,1,1,30.55,30,0.0183,30.55,0,75000,1,0,1,0,Flag,0.46,Low
3870386,3126,1718,1408,1331,845,560,primary,109,86,23,0,109,38,21,1,8,16,85,24,68,3,68,6,6,1,1,1,1,1,1,1,1,1,1,1,1,28.68,30,-0.044,45.97,0,100000,1,0,1,0.211,Flag,5.4,Low
3872058,422,422,0,422,0,0,primary,10,10,0,0,8,10,0,0,0,0,2,6,19,3,7,3,0,0,1,1,1,1,1,1,1,1,0,1,1,42.2,30,0.4067,22.21,1,75000,1,0,0.8,0,Flag,13.5,Low
3872603,604,0,604,604,0,0,primary,15,14,1,0,3,14,0,0,0,0,3,12,21,1,21,0,9,1,0,1,1,1,1,1,1,1,0,0,1,40.27,30,0.3423,28.76,1,75000,1,0,1,0.0667,Flag,12.89,Low
3874692,1673,0,1673,0,796,530,upper_primary,54,42,0,12,49,0,14,0,9,15,46,8,31,3,31,0,29,1,0,1,1,1,1,1,1,1,0,1,1,30.98,35,-0.1149,53.97,1,100000,1,0,1,0,Flag,8.57,Low
3877486,171,94,77,171,0,0,primary,5,5,0,0,0,5,0,0,0,0,3,2,5,3,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,34.2,30,0.14,34.2,0,50000,1,0,1,0,Flag,3.5,Low
3878459,596,596,0,596,0,0,primary,13,10,3,0,2,13,0,0,0,0,4,4,14,1,14,24,0,0,1,1,1,1,1,1,1,1,0,0,1,45.85,30,0.5283,42.57,1,75000,1,0,0.6154,0.2308,Reject,20.97,Low
3878585,1009,647,362,229,221,246,secondary,50,49,1,0,8,15,9,0,9,14,27,23,33,2,33,13,13,1,1,1,1,1,1,1,1,1,1,1,1,20.18,35,-0.4234,30.58,0,100000,1,0,1,0.02,Accept,0.3,Low
3881008,1985,0,1985,0,1014,522,upper_primary,68,66,0,2,68,0,9,0,36,20,51,17,33,0,33,0,22,1,0,1,1,1,1,1,1,1,0,0,1,29.19,35,-0.166,60.15,1,100000,1,0,1,0,Flag,10.89,Low
3881343,439,209,230,439,0,0,primary,10,8,2,0,0,10,0,0,0,0,2,7,8,1,8,8,8,1,1,1,1,1,1,1,1,1,0,0,1,43.9,30,0.4633,54.88,0,75000,1,0,0.9,0.2,Flag,20.16,Low
3882631,5,4,1,5,0,0,primary,5,5,0,0,5,5,0,0,0,0,0,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,30,-0.9667,1,0,10000,1,0,1,0,Accept,0,Low
3887428,1262,714,548,496,353,228,primary,88,49,39,0,81,33,20,0,17,12,59,29,38,1,38,1,2,1,1,1,1,1,1,1,1,1,1,1,1,14.34,30,-0.522,33.21,0,100000,1,0,1,0.4432,Accept,6.65,Low
3888019,3436,1951,1485,456,1134,804,upper_primary,87,45,1,41,43,9,23,1,21,24,56,29,76,3,76,32,48,1,1,1,1,1,1,1,1,1,1,1,1,39.49,35,0.1283,45.21,0,100000,1,0,0.977,0.0115,Flag,5.33,Low
3888862,1893,0,1893,1893,0,0,primary,14,10,4,0,0,14,0,0,0,0,5,8,12,1,12,0,10,1,0,1,1,1,1,1,1,1,0,0,1,135.21,30,3.507,157.75,1,100000,1,0,0.9286,0.2857,Reject,47.62,Medium
3889335,237,152,85,237,0,0,primary,8,5,3,0,6,7,0,0,0,0,2,4,12,1,12,3,3,1,1,1,1,1,1,1,1,1,0,0,1,29.62,30,-0.0127,19.75,0,50000,1,0,0.75,0.375,Accept,5.62,Low
3890166,77,40,37,77,0,0,primary,3,2,1,0,2,0,0,0,0,0,2,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,25.67,30,-0.1443,15.4,0,25000,1,0,1,0.3333,Accept,5,Low
3892317,640,640,0,640,0,0,primary,8,6,2,0,0,8,0,0,0,0,5,1,26,2,26,5,0,0,1,1,1,1,1,1,1,1,0,0,1,80,30,1.6667,24.62,1,75000,1,0,0.75,0.25,Reject,32.08,Medium
3893552,2463,1474,989,1128,704,367,primary,77,56,21,0,61,30,14,1,11,10,45,30,63,7,63,1,1,1,1,1,1,1,1,1,1,1,1,0,1,31.99,30,0.0663,39.1,0,100000,1,0,0.974,0.2727,Flag,5.75,Low
3895025,826,510,316,565,261,0,primary,16,16,0,0,0,11,5,0,0,0,1,15,36,1,36,6,6,1,1,1,1,1,1,1,1,1,0,0,1,51.62,30,0.7207,22.94,0,75000,1,0,1,0,Reject,18.02,Low
3895405,628,362,266,466,162,0,primary,12,6,6,0,8,6,6,0,0,0,5,7,15,2,15,3,3,1,1,1,1,1,1,1,1,1,0,1,1,52.33,30,0.7443,41.87,0,75000,1,0,1,0.5,Reject,26.81,Low
3895917,933,0,933,933,0,0,primary,14,8,6,0,6,12,0,0,0,0,5,9,8,1,0,0,4,1,0,1,1,1,1,1,1,1,0,0,1,66.64,30,1.2213,116.62,1,75000,1,0,1,0.4286,Reject,49.76,Medium
3896374,459,276,183,202,146,78,primary,24,21,3,0,24,7,5,1,4,2,12,11,17,1,17,10,14,1,1,1,1,1,1,1,1,1,1,0,1,19.12,30,-0.3627,27,0,75000,1,0,0.9583,0.125,Accept,1.88,Low
3896544,176,96,80,176,0,0,primary,5,5,0,0,3,4,0,0,0,0,2,2,6,4,6,8,6,1,1,1,1,1,1,1,1,1,0,0,1,35.2,30,0.1733,29.33,0,50000,1,0,0.8,0,Flag,4.33,Low
3896691,352,196,156,352,0,0,primary,9,9,0,0,1,9,0,0,0,0,4,5,14,1,14,12,16,1,1,1,1,1,1,1,1,1,0,1,1,39.11,30,0.3037,25.14,0,75000,1,0,1,0,Flag,7.59,Low
3897948,884,445,439,884,0,0,primary,25,25,0,0,10,25,0,0,0,0,6,18,20,3,10,7,6,1,1,1,1,1,1,1,1,1,0,1,1,35.36,30,0.1787,44.2,0,75000,1,0,0.96,0,Flag,6.04,Low
3898619,444,444,0,444,0,0,primary,8,8,0,0,5,8,0,0,0,0,2,5,25,3,25,12,0,0,1,1,1,1,1,1,1,1,0,1,1,55.5,30,0.85,17.76,1,75000,1,0,0.875,0,Reject,24.58,Low
3898667,611,327,284,611,0,0,primary,14,9,5,0,1,14,0,0,0,0,6,7,20,1,20,9,14,1,1,1,1,1,1,1,1,1,0,0,1,43.64,30,0.4547,30.55,0,75000,1,0,0.9286,0.3571,Flag,16.72,Low
3902713,453,267,186,168,285,0,upper_primary,10,10,0,0,8,3,7,0,0,0,3,7,13,2,13,5,4,1,1,1,1,1,1,1,1,1,0,0,1,45.3,35,0.2943,34.85,0,75000,1,0,1,0,Flag,7.36,Low
3902818,1202,688,514,840,283,79,primary,25,15,10,0,21,14,5,0,3,0,8,15,42,0,42,8,12,1,1,1,1,1,1,1,1,1,0,0,1,48.08,30,0.6027,28.62,0,100000,1,0,0.92,0.4,Reject,21.07,Low
3903716,1742,905,837,439,550,321,upper_primary,56,48,1,7,16,10,13,0,17,15,38,18,40,2,40,19,19,1,1,1,1,1,1,1,1,1,1,0,1,31.11,35,-0.1111,43.55,0,100000,1,0,1,0.0179,Accept,1.6,Low
3909699,263,156,107,263,0,0,primary,7,4,3,0,5,7,0,0,0,0,5,1,9,3,8,4,3,1,1,1,1,1,1,1,1,1,0,1,1,37.57,30,0.2523,29.22,0,75000,1,0,0.8571,0.4286,Flag,12.74,Low
3912037,2362,1519,843,448,640,618,upper_primary,70,61,0,9,24,14,20,0,14,17,43,27,37,1,37,24,20,1,1,1,1,1,1,1,1,1,0,1,1,33.74,35,-0.036,63.84,0,100000,1,0,1,0,Flag,8.94,Low
3913934,600,305,295,600,0,0,primary,12,11,1,0,11,12,0,0,0,0,5,6,10,1,5,8,10,1,1,1,1,0,1,1,1,1,0,1,1,50,30,0.6667,60,0,75000,1,0,0.9167,0.0833,Reject,25.42,Low
3914324,150,86,64,150,0,0,primary,6,4,2,0,4,6,0,0,0,0,0,3,13,1,13,4,3,1,1,1,1,1,1,1,1,1,0,0,1,25,30,-0.1667,11.54,0,50000,1,0,0.5,0.3333,Accept,5,Low
3919772,2238,1203,1035,946,583,380,primary,157,106,51,0,46,35,31,7,25,35,89,68,78,2,78,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14.25,30,-0.525,28.69,0,100000,1,0,1,0.3248,Accept,4.87,Low
3919945,2295,1281,1014,1049,587,340,primary,94,77,17,0,92,34,10,0,19,15,64,30,44,6,44,2,2,1,1,1,1,1,1,1,1,1,1,1,1,24.41,30,-0.1863,52.16,0,100000,1,0,1,0.1809,Flag,7.27,Low
3922953,3284,3284,0,446,1401,794,upper_primary,105,73,2,30,62,12,22,0,38,20,69,36,60,2,60,37,0,0,1,1,1,1,1,1,1,1,0,1,1,31.28,35,-0.1063,54.73,1,100000,1,0,1,0.019,Flag,9.14,Low
3924709,1294,489,805,0,696,397,upper_primary,35,31,0,4,15,0,12,0,17,2,23,12,21,4,21,19,25,1,1,1,1,1,1,1,1,1,0,0,1,36.97,35,0.0563,61.62,0,100000,1,0,1,0,Flag,9.52,Low
3924972,1068,0,1068,0,599,249,upper_primary,45,41,1,3,16,0,21,0,10,14,34,11,25,1,25,0,32,1,0,1,1,1,1,1,1,1,0,1,1,23.73,35,-0.322,42.72,1,100000,1,0,1,0.0222,Accept,4.69,Low
3930435,119,0,119,0,40,37,upper_primary,16,11,0,5,16,0,4,0,7,4,10,6,7,1,7,0,5,1,0,1,1,1,1,1,1,1,0,0,1,7.44,35,-0.7874,17,1,50000,1,0,1,0,Accept,3.33,Low
3933455,1270,5,1265,1270,0,0,primary,18,14,4,0,0,17,0,0,0,0,9,9,22,1,22,0,18,1,0,1,1,1,1,1,1,1,0,0,1,70.56,30,1.352,57.73,1,100000,1,0,1,0.2222,Reject,38.32,Medium
3933603,1367,0,1367,459,374,256,primary,40,38,1,1,4,12,7,0,9,11,38,2,35,3,15,0,30,1,0,1,1,1,1,1,1,1,0,0,1,34.17,30,0.139,39.06,1,100000,1,0,1,0.025,Flag,7.18,Low
3936018,1227,1227,0,0,851,376,upper_primary,33,21,0,12,13,0,18,0,14,0,19,14,18,0,18,50,0,0,1,1,1,0,1,1,1,1,0,0,1,37.18,35,0.0623,68.17,1,100000,1,0,1,0,Flag,15.45,Low
3939541,1732,1062,670,1040,448,244,primary,27,7,19,1,27,12,8,1,6,0,15,12,26,3,26,9,12,1,1,1,1,1,1,1,1,1,0,0,1,64.15,30,1.1383,66.62,0,100000,1,0,1,0.7037,Reject,45.54,Medium
3943539,1753,1042,711,893,277,116,primary,54,54,0,0,54,14,11,1,4,13,22,32,35,1,35,16,20,1,1,1,1,1,1,1,1,1,1,1,1,32.46,30,0.082,50.09,0,100000,1,0,1,0,Flag,5.83,Low
3944575,3533,2140,1393,1132,849,694,primary,134,108,26,0,41,45,28,2,17,20,63,67,88,2,88,24,26,1,1,1,1,1,1,1,1,1,1,1,1,26.37,30,-0.121,40.15,0,100000,1,0,0.9701,0.194,Accept,2.97,Low
3949385,461,268,193,352,109,0,primary,15,8,4,3,6,7,6,0,0,0,7,6,14,3,14,4,6,1,1,1,1,1,1,1,1,1,0,0,1,30.73,30,0.0243,32.93,0,75000,1,0,0.8667,0.2667,Flag,4.61,Low
3951751,144,70,74,144,0,0,primary,13,13,0,0,10,7,0,0,0,0,2,9,9,2,9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,11.08,30,-0.6307,16,0,50000,1,0,0.8462,0,Accept,0,Low
3952676,99,50,49,0,67,32,upper_primary,10,0,10,0,9,0,0,0,10,0,9,1,20,5,20,12,12,1,1,1,1,1,1,1,1,1,0,0,1,9.9,35,-0.7171,4.95,0,25000,1,0,1,1,Flag,15,Low
3952832,464,237,227,330,134,0,primary,17,17,0,0,6,9,6,0,0,0,5,7,11,1,11,2,4,1,1,1,1,1,1,1,1,1,0,0,1,27.29,30,-0.0903,42.18,0,75000,1,0,0.7059,0,Accept,0.82,Low
3953105,33,23,10,33,0,0,primary,6,6,0,0,4,6,0,0,0,0,2,3,5,1,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,5.5,30,-0.8167,6.6,0,25000,1,0,0.8333,0,Accept,0,Low
3955666,5823,5806,17,37,3048,1760,upper_primary,118,77,0,41,54,0,35,0,49,16,90,26,67,4,67,12,0,0,1,1,1,1,1,1,1,1,0,0,1,49.35,35,0.41,86.91,1,100000,1,0,0.9831,0,Flag,28.58,Low
3960311,363,219,144,363,0,0,primary,9,6,0,3,0,9,0,0,0,0,0,8,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,40.33,30,0.3443,72.6,0,75000,1,0,0.8889,0,Flag,20.83,Low
3960433,5100,0,5100,561,1658,1254,upper_primary,135,85,5,45,45,10,27,1,37,47,102,32,86,1,22,0,122,1,0,1,1,1,1,1,1,1,0,0,1,37.78,35,0.0794,59.3,1,100000,1,0,0.9926,0.037,Flag,13.11,Low
3960538,1295,1295,0,0,509,368,upper_primary,57,55,2,0,57,0,12,0,18,26,46,11,29,0,29,14,0,0,1,1,1,1,1,1,1,1,0,1,1,22.72,35,-0.3509,44.66,1,100000,1,0,1,0.0351,Flag,5.61,Low
3961566,201,127,74,120,81,0,primary,12,12,0,0,0,5,4,0,0,0,3,9,16,3,16,5,5,1,1,1,1,1,1,1,1,1,0,0,1,16.75,30,-0.4417,12.56,0,50000,1,0,1,0,Accept,0,Low
3961705,59,30,29,59,0,0,primary,5,5,0,0,0,5,0,0,0,0,0,5,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,11.8,30,-0.6067,11.8,0,25000,1,0,1,0,Accept,0,Low
3961836,4335,4335,0,0,2382,1039,upper_primary,124,121,0,3,46,0,54,0,35,32,95,29,60,0,58,38,0,0,1,1,1,1,1,1,1,1,0,0,1,34.96,35,-0.0011,72.25,1,100000,1,0,1,0,Flag,15.43,Low
3962144,3344,213,3131,491,1465,777,upper_primary,112,106,0,6,99,13,20,0,43,31,84,25,73,1,73,2,60,1,1,1,1,1,1,1,1,1,1,0,1,29.86,35,-0.1469,45.81,0,100000,1,0,0.9732,0,Flag,2.18,Low
3963662,56,32,24,56,0,0,primary,5,2,3,0,0,5,0,0,0,0,1,4,5,1,5,3,3,1,1,1,1,1,1,1,1,1,0,1,1,11.2,30,-0.6267,11.2,0,25000,1,0,1,0.6,Accept,9,Low
3966125,954,172,782,429,238,149,primary,42,29,3,10,31,9,8,0,12,9,27,13,26,1,22,2,7,1,1,1,1,1,1,1,1,1,1,0,1,22.71,30,-0.243,36.69,0,75000,1,0,0.9524,0.0714,Accept,1.07,Low
